complain_id|driver_id|route_id|connection_id|topic_id|comment|severity|complain_datetime
1876|81|21|1|1|I’m writing to express my frustrations after completing Route 21, which took an exhausting 25.3 hours—far longer than it should have. Not only was the delivery late, but I also faced an alarming situation when I was assaulted during the trip. This incident, combined with the overall stress level I experienced—hitting nearly 14 out of 10—has left me feeling unsafe and undervalued as a driver. The Operations department really needs to step up their game; the lack of support and communication during this trip was unacceptable, contributing to my overall trouble score of over 8.2. We need better protocols in place to ensure our safety and timely deliveries, or I'm afraid this job will become unbearable.|1|2024-02-17 09:26:26
1877|81|45|1|1|I just finished route 45, and I need to get some things off my chest regarding the Operations department. While I managed to deliver on time, the trip was a total nightmare with a stress level that felt like it was off the charts at 12.5/10. First off, the directions provided were all over the place, leading me to take unnecessary detours that added unnecessary hours to my trip, making the total time clock in at a grueling 17.75 hours. Plus, the communication (or lack thereof) from Ops was frustrating; I tried reaching out for clarification on some spots but got no response, which just added to my anxiety. It's clear the system's got some serious flaws that need addressing, and it’s affecting our ability to do our jobs efficiently.|1|2024-02-25 02:27:02
1878|81|17|1|1|I just wrapped up route 17, and I need to voice my frustration with the Finance department. First off, the delays I faced during this trip were ridiculous, which pushed my total time to over 12.5 hours and caused me to miss the delivery deadline—just unacceptable. On top of that, I've been noticing some discrepancies in my pay that I can't seem to get sorted out, and it feels like I'm just getting the runaround every time I reach out. With a stress level hitting a solid 10, I can't keep dealing with this kind of hassle. It's not just about the money; it's about respect and getting what I deserve for the hard work I put in. Please, let's get this sorted out before it drives me up the wall!|1|2024-02-27 16:44:15
1879|81|31|1|1|I just wrapped up route 31, which took me over 12 and a half hours, and while I made the delivery on time, I need to address some serious issues with the Finance department. It seems like my pay for this trip hasn't been calculated correctly, and I'm missing some overtime hours that I clearly logged. This isn’t the first time I've run into problems with my pay, and it’s really stressing me out—my stress level hit an 8.4 during this trip, and I shouldn’t have to worry about my paycheck on top of everything else. I appreciate the work the team does, but this ongoing issue needs to be resolved ASAP because it's affecting my motivation and trust in the process.|1|2024-02-28 14:07:47
1880|81|17|1|1|I just wrapped up route 17, which took me over 11 hours, and I need to voice some serious concerns about the Human Resources department. While I managed to deliver on time, the stress level was uncomfortably high, hovering around a 7 out of 10, mainly due to the lack of support and communication I've been getting from HR regarding scheduling and my recent requests for time off. It feels like no one is listening to our needs out here on the road, and it's frustrating when we’re just trying to do our jobs efficiently. I really think HR needs to step up and provide better communication and support for drivers like me who are out here grinding hard.|1|2024-03-04 10:27:19
1881|81|33|1|1|I just wrapped up route 33, which took me nearly 24 hours, and while I'm glad the delivery was on time, I’ve got some serious issues with the Human Resources department that need addressing. First off, the communication is absolutely lacking; I had questions about my pay and benefits that went unanswered for days, which added unnecessary stress to an already demanding trip—my stress level hit a 7.4 out of 10! Also, it feels like there's no support when we face challenges out on the road; I reached out for help regarding some equipment issues, but it was like talking to a wall. This lack of responsiveness is frustrating and makes me feel undervalued as a driver, and honestly, it’s time something changes.|1|2024-03-09 16:57:16
1882|81|18|1|1|I’m writing to express my frustration with the Human Resources department after my recent trip on route 18, which took an exhausting 16 hours, and I still didn’t make the delivery on time. To make matters worse, I experienced an assault during this trip, which pushed my stress level through the roof, sitting at an unbearable 11 out of 10. I’ve been in this job for four years, and this is the kind of nonsense that makes it hard to keep going. The overall trouble score for this journey was an 8 out of 10, and I’m fed up with feeling unsafe and unsupported on the road. I need HR to step up and address these issues, or I’m seriously considering my options.|1|2024-04-11 05:27:59
1883|81|29|1|1|I just wrapped up route 29, and I need to express my frustration with the Finance department. While I managed to deliver on time after an exhausting 8.09 hours on the road, I’ve been dealing with some serious discrepancies in my pay. Despite following all the protocols, my last paycheck was short, and it’s causing me a ton of stress—my stress level was nearly a 9.3 out of 10 during the trip, which is ridiculous. I’ve tried reaching out for clarification, but the communication has been really poor, and I’m just feeling completely overlooked. This isn’t the first time it’s happened, and it’s really making my job harder than it needs to be. Can we please get this sorted out?|1|2024-04-12 18:04:50
1884|81|29|1|1|I’m writing to express my frustration with the Human Resources department regarding the lack of support and communication during my recent trip on route 29, which took me 9.39 hours. While I managed to deliver on time, I felt like I was left in the dark about important updates related to my route, and the stress level throughout the trip was noticeably high at around 7.23 out of 10. It’s disappointing to see such a disconnect when we rely on HR for timely information and assistance. I believe better communication could drastically improve our working conditions and reduce the unnecessary stress we face on the road.|1|2024-04-16 23:08:27
1885|81|18|1|1|I just wrapped up route 18, which took me a whopping 17.73 hours, and while I managed to deliver on time, I've got to voice some serious concerns about the Operations department. First off, the route planning was all over the place, leading to unnecessary delays at a few stops, which ramped up my stress level to around 7 out of 10. I get that things can get hectic, but the lack of communication about traffic conditions and scheduled breaks was frustrating. It felt like I was navigating a maze without a map! Plus, the dispatch team didn’t seem to have a grip on the ETA adjustments, which really threw me off. Overall, I’m feeling like there’s a lot of room for improvement in how things are managed on the operational side.|1|2024-04-18 06:45:38
1886|81|33|1|1|I just finished route 33, and I need to vent about the mess I encountered with the Operations department. First off, my delivery was late, and honestly, the stress level during the trip was off the charts at 13 out of 10, which is unacceptable. To top it all off, I experienced an assault during the delivery, which is something no driver should ever have to deal with. This whole trip felt like a nightmare, and with an overall trouble score of 8.3 out of 10, it’s clear that the support from Operations is seriously lacking. We need better communication and safety protocols because this is just not okay.|1|2024-05-29 00:39:50
1887|81|17|1|1|I just wrapped up route 17, and I’ve got to say, the whole experience was a bit of a nightmare thanks to the Operations department. While I made the delivery on time, the stress levels were through the roof—like an 11 out of 10! The route was poorly planned, with multiple unexpected detours that added unnecessary time, bringing my total trip to nearly 9 hours. I also faced issues with the loading times; it felt like I was waiting forever just to get on the road. Plus, the communication about my route changes was lacking, and that really threw me off. I get that things can get hectic, but some better planning and clearer info would go a long way in making our jobs a whole lot easier.|1|2024-05-30 04:29:19
1888|81|15|1|1|I just wrapped up route 15, which took me nearly 15.9 hours, and while I managed to deliver on time, I’ve got some serious beef with the Finance department. First off, my pay for this trip is way off compared to what was promised; I’m not seeing the right compensation for the hours I put in, and that’s just not cool. On top of that, there’s been zero communication about the discrepancies, which is super frustrating when I’m trying to keep my head above water after a long drive. I get that mistakes happen, but it feels like I’m being left in the dark here, and honestly, it’s adding a ton of unnecessary stress to my job. Can we please get this sorted out?|1|2024-06-01 09:14:44
1889|81|21|1|1|I just wrapped up route 21, and honestly, I’m pretty frustrated with how the whole thing went down. First off, the delivery was late, which is never a good look for us drivers out on the road, and that just added to my stress level—it felt like a 9.7 out of 10. The lack of clear communication from the Operations department was a real headache; I had to deal with several unexpected delays that could’ve been avoided if I’d had better info beforehand. And don’t get me started on the paperwork issues—I spent way too much time sorting through that mess when I could’ve been on my way. Overall, my trouble score for this trip was a 3.4, and it’s clear that changes need to be made to avoid these kinds of problems in the future.|1|2024-06-05 14:06:01
1890|81|15|1|1|I’m writing to express my frustration with the Operations department following my recent route 15 delivery, which took an exhausting 14.87 hours and was not completed on time. To make matters worse, I encountered an assault during the trip, which ramped my stress level up to an unbearable 15.2/10. This whole experience has been a complete mess, and my overall trouble score for this trip stands at 8.34/10. I feel like there’s a serious lack of support and communication from Operations, and I need to know what’s being done to address these issues so no one else has to go through this.|1|2024-06-07 22:47:14
1891|81|31|1|1|I'm writing to express my frustration with the Human Resources department after my recent trip on Route 31, which took over 16 hours to complete. While I’m glad the delivery was on time, the stress I experienced during the trip was unbearable, hitting a level of 12.47/10. I felt like I was left to navigate everything on my own, with no support from HR when I needed it the most, especially regarding the long hours and lack of communication about potential delays or issues. The overall trouble score of 1.83 suggests that I was managing well, but HR's lack of engagement during such a stressful situation really made it harder to keep my cool. It's disappointing to see that the department isn’t doing enough to support drivers like me who are out here working hard and dealing with the pressures of the road.|1|2024-06-08 21:28:15
1892|81|31|1|1|I just wrapped up Route 31, and I’ve got to say, I'm really frustrated with the Operations department. While I did complete the delivery on time, the trip took an exhausting 17 hours, and the lack of communication and support made it way more stressful than it needed to be—my stress level was at a staggering 9.9 out of 10! I faced multiple delays because of unclear routing instructions and issues with my load that weren’t communicated until I was already on the road. It felt like I was left to figure things out on my own, and it’s really disappointing considering how much we rely on the Ops team to keep things running smoothly. This isn't just a one-off issue; it’s a pattern that needs to be addressed so we can do our jobs without all this unnecessary stress.|1|2024-06-13 21:24:27
1893|81|21|1|1|I’m writing to express my frustration with the Human Resources department after completing route 21, which took me a grueling 23.79 hours. While I managed to deliver on time, the stress I experienced during the trip was through the roof—almost a 9.6 out of 10. It feels like HR isn’t doing enough to support us drivers, especially when it comes to addressing the long hours and lack of proper breaks. I’ve raised concerns before about the unrealistic schedules and the mental strain they put on us, but nothing seems to change. It’s exhausting, and I really think HR needs to step up and listen to what we’re going through out there.|1|2024-06-19 16:09:49
1894|81|28|1|1|I just wrapped up route 28, and I need to get some things off my chest about the Operations department. While I managed to make the delivery on time, the whole experience was riddled with issues that made it more stressful than it needed to be. First off, the route planning was subpar; I hit several unexpected road closures that could’ve been avoided with better communication. Plus, the load I was given was packed poorly, making it a hassle to secure and causing me unnecessary stress throughout the trip. With a stress level sitting around 7.7/10, it’s frustrating to think how much smoother this could’ve gone with a little more attention to detail on your end. Let's do better next time!|1|2024-06-26 12:13:15
1895|81|21|1|1|I’m writing to express my serious frustration with the Human Resources department following my recent trip on route 21, which took me an exhausting 29.29 hours and ended up being late for delivery. Not only did I have to deal with an absurdly high stress level of nearly 12 out of 10 during the journey, but I also experienced an assault that made things even worse. The lack of support and communication from HR about safety protocols and proper response to these incidents is unacceptable, and it’s putting us drivers in danger. My overall trouble score for this trip was an 8.11 out of 10, and I genuinely feel that HR is failing to address the pressing issues we face on the road.|1|2024-07-15 18:30:25
1896|81|45|1|1|I just wrapped up route 45, and I need to voice some serious concerns about the Operations department. While I managed to deliver on time, the stress levels during this trip were off the charts—I'd rate it an 11 out of 10. The route planning was all over the place, leading to unexpected delays and a lack of proper rest breaks, which really messed with my focus and overall well-being. Plus, the communication from the Ops team was minimal, leaving me in the dark about crucial updates and support. This kind of disorganization is not just frustrating; it’s dangerous for drivers like me who are trying to do their job safely and efficiently. I really hope you can address these issues before they escalate further.|1|2024-07-16 23:51:41
1897|81|17|1|1|I just wrapped up route 17, and honestly, I need to voice some serious concerns about the Operations department. While I made the delivery on time, the stress level during the trip was through the roof—like a 9.2 out of 10. The communication from the ops team was lacking, causing unnecessary delays in getting the right info for my stops. I felt like I was driving blind half the time, making my job way harder than it needed to be. The overall trouble score was low at 1.36, but that doesn’t reflect the constant headaches I dealt with due to poor routing instructions and lack of support when issues popped up. I really hope you can take this feedback seriously because it's affecting our efficiency and morale out here.|1|2024-07-17 19:47:03
1898|81|6|1|1|I just wrapped up route 6, which took me a grueling 17.5 hours, and I’ve got to say, the Operations department really needs to get their act together. While I managed to deliver on time, the whole experience was way more stressful than it should have been. There were multiple instances where I had to deal with incorrect route guidance, causing me to waste time and fuel, and the lack of communication about traffic issues left me feeling pretty unprepared. Honestly, with a stress level of 7.2 out of 10, it felt like I was constantly on edge instead of focusing on the road. This kind of oversight isn’t acceptable, and it’s high time someone addressed these operational hiccups before they affect our performance and safety further down the line.|1|2024-07-21 00:18:11
1899|81|6|1|1|I’m writing to express my frustration with the Human Resources department after completing route 6, which took an exhausting 13.1 hours—way longer than it should have, and I missed my delivery time. To top it off, I faced an assault during the trip that left me shaken and stressed out; I’d rate my stress level at a solid 12/10. It’s absolutely unacceptable that there seems to be no support or proper protocols in place for drivers who encounter such dangerous situations. My overall trouble score was an 8/10, and I feel like HR isn't doing enough to address these safety concerns or provide timely assistance when issues arise. This whole experience has left me feeling undervalued and anxious about my job.|1|2024-07-25 22:09:24
1900|81|15|1|1|I just finished route 15, which took me a grueling 17.56 hours, and I need to voice my frustration with the Human Resources department. While I managed to deliver on time, the lack of support and communication from HR has been unbearable. I’ve encountered issues with my pay not reflecting my hours, and it feels like no one is taking my concerns seriously. The stress level during this trip was through the roof—around a 10.58 out of 10—but it seems like HR doesn’t care about the mental toll this job takes on us. I’m feeling pretty fed up with the lack of responsiveness and support from HR, and it’s making this job way harder than it needs to be.|1|2024-07-30 09:42:03
1901|81|6|1|1|I wanted to take a moment to address some serious issues I've been facing with the Human Resources department lately. After completing route 6, which took me a grueling 15.26 hours, I was really hoping to get some support regarding the lack of communication about my recent pay adjustments and the promised overtime that still hasn’t been reflected in my paycheck. It’s frustrating because I’ve been putting in the hours, and with a stress level hitting 8.17 out of 10 during the trip, it feels like my hard work isn't being recognized. I tried reaching out to HR, but it feels like I'm just getting the runaround. It’s disheartening, and I believe I deserve better support and transparency from the team that’s supposed to have my back.|1|2024-08-04 16:50:37
1902|81|33|1|1|I need to raise some serious concerns about my recent experience with the Finance department after completing route 33, which took an exhausting 27.28 hours. First off, the delivery was late, and that just added to the stress of the whole trip, which I’d rate at an 11.4 out of 10—totally unacceptable. To make matters worse, I encountered an assault during the trip, which left me feeling unsafe and angry. I also can't shake off the overall trouble score of 8.08 out of 10; it feels like the Finance team isn’t providing the support we need when things go south like this. I really hope you guys take this seriously because we can’t keep dealing with this kind of chaos out on the road.|1|2024-10-03 21:42:56
1903|81|28|1|1|Hey Team, I just wrapped up route 28 after a grueling 19.7 hours, and while I managed to get the delivery done on time, I've gotta voice my frustrations with the Finance department. I noticed some discrepancies in my pay for this trip; it seems like I was shorted for the extra hours I put in. Additionally, there’s been a lack of communication regarding my reimbursement for fuel expenses, which is really stressing me out given the high costs. My stress level was off the charts during this trip, and these finance issues are just adding to it. Can we get this sorted out? Thanks.|1|2024-10-08 19:50:57
1904|81|33|1|1|I need to raise some serious concerns about my recent experience on route 33, which took nearly 21 hours and was a complete nightmare. First off, the delivery was late, which is frustrating enough, but I also faced an assault during the trip that left me shaken and stressed to the max—my stress level was off the charts at a 15! The lack of support from the Operations department is unbelievable; there was no one to help when I really needed it, and it felt like I was just left out there to fend for myself. Overall, the trouble I encountered on this trip was an 8 out of 10, and I expect better support and communication from the team. This isn’t just about delays; it’s about safety and well-being on the road, and right now, I feel let down.|1|2024-10-12 20:38:26
1905|81|28|1|1|I just wrapped up route 28, and I've got to say, the experience was pretty frustrating. While I managed to deliver on time, I faced some serious issues with the Operations department that need addressing. First off, the route details were all over the place, which added unnecessary stress to an already long trip of over 18 hours. I had to deal with outdated GPS information that led me off-course multiple times, and it felt like I was navigating a maze instead of a straightforward route. On top of that, the lack of communication about rest stop locations left me scrambling to find safe places to take breaks, which only cranked my stress level up to a solid 12 out of 10. Overall, my trouble score was low, but the avoidable headaches I encountered made this trip way more taxing than it needed to be.|1|2024-10-16 10:25:05
1906|81|18|1|1|I just wrapped up route 18, which took me a grueling 23.12 hours, and while I managed to deliver on time, I have some serious beef with the Finance department. First off, my reimbursement for fuel was way off; I submitted the receipts over a week ago, and I’m still waiting on that cash to hit my account. It’s frustrating to have to chase down money that’s rightfully mine, especially when I’m already stressed out to the max (my stress level was about a 10.5 during the trip). On top of that, the mileage reimbursement was calculated incorrectly, and I feel like I’m being shortchanged for my hard work. I really need the Finance team to get their act together so we can avoid these headaches in the future.|1|2024-10-20 04:49:00
1907|81|17|1|1|I just wrapped up route 17, and while I managed to deliver on time, I’ve got some serious beef with the Operations department that I need to air out. Despite my delivery being on schedule, the lack of clear communication really added unnecessary stress to my trip, which I rated an 8.6 out of 10. I found myself constantly second-guessing if I was on the right track due to vague instructions and missing updates on traffic conditions. This shouldn’t be the case, especially since I’ve been driving for four years now. It’s frustrating to navigate on my own when I’m relying on the Ops team for support. I really think we need to tighten up our communication to avoid this kind of hassle in the future.|1|2024-10-21 02:13:31
1908|81|21|1|1|I just wrapped up route 21, and while I managed to get the delivery done on time, I have to raise some serious concerns about the Operations department. For starters, the route was poorly planned, leading to unnecessary delays at a couple of stops, which upped my stress level to a solid 7.7 out of 10. I also faced issues with the cargo load; it was improperly secured, making the drive nerve-wracking and distracting. I didn’t feel supported or informed about changes made to the schedule, which added to my frustration. Overall, the trip wasn’t a complete disaster, but I really think better planning and communication from Operations could significantly improve the experience for drivers like me.|1|2024-10-30 17:44:41
1909|81|45|1|1|I just wrapped up Route 45, which took me a whopping 17.62 hours, and even though I delivered on time, I've got some serious beef with the Finance department. First off, my reimbursement for fuel and tolls hasn’t been processed yet, and it's been over a week since I submitted my receipts. This is getting ridiculous; I shouldn’t have to chase down money I’m owed when I’m out here working my tail off. Plus, I had to deal with some unexpected costs on the road that I can’t afford to keep covering out of my own pocket. I’m feeling stressed enough with a score of 7.8 out of 10 during the trip, so the last thing I need is to worry about getting paid for my expenses. Can we please get this sorted out?|1|2024-11-04 06:24:48
1910|81|33|1|1|I just wrapped up Route 33, which took me a grueling 28.32 hours, and while I delivered everything on time and didn’t face any assaults, I’ve got to voice my frustration with the Finance department. First off, I’m still waiting on the reimbursement for my fuel expenses from last month—it's been over three weeks! It’s ridiculous that I have to chase down my own money. Plus, I noticed discrepancies in my pay for this trip; I was promised extra for the long haul, but it’s not reflected in my paycheck. This kind of stuff just adds to the stress of the job, and with my stress level hitting an 8 out of 10, I really need the financial side to be smooth and reliable. Let’s get these issues sorted out, please!|1|2024-11-09 06:56:17
1911|81|17|1|1|I’m writing to express my frustration with the Human Resources department after my recent experience on route 17, which took a grueling 9.17 hours, and let me tell you, it was a nightmare. Not only was my delivery late, but I also faced an assault during the trip that left me shaken and stressed out of my mind—my stress level was through the roof at nearly 13/10! To top it off, the HR team has been completely unresponsive to my concerns about safety and support, which is unacceptable considering the overall trouble I encountered was an 8.24/10. I really need HR to step up and start taking these issues seriously so we can feel safe and valued on the road.|1|2024-12-05 02:05:36
1912|81|17|1|1|I just wrapped up route 17, which took me about 8.5 hours, and while the delivery went smoothly and I made it on time, I've got some serious beef with the Finance department. First off, my reimbursement for fuel hasn't been processed yet, and it's been over a week since I submitted the paperwork. On top of that, the pay for this trip was way less than what I was promised, and I can’t figure out why. It's frustrating when you’re out there driving and working hard, only to get shortchanged on the financial side. It’s pretty stressful, and it feels like no one’s taking our concerns seriously. I need this sorted out ASAP before it messes with my budget!|1|2024-12-06 08:29:40
1913|81|18|1|1|I'm writing to express my frustration with the Human Resources department regarding the lack of support and communication during my recent route 18 trip, which took over 20 hours to complete. While I managed to deliver on time, I faced an incredibly high stress level throughout the journey, hitting a 9.7 out of 10, mostly due to the absence of clear guidelines and support from HR when I had questions about my route and scheduling. It feels like no one is listening or taking responsibility, and it’s really impacting our ability to do our jobs effectively. We need better communication and support from HR to help us navigate these long hauls without feeling overwhelmed.|1|2024-12-11 00:48:07
1914|81|45|1|1|I just wrapped up Route 45, and I gotta say, I'm pretty frustrated with the Operations department. While I managed to deliver on time, the whole trip took me a grueling 20.45 hours, and I felt like I was running in circles most of the time due to poor route planning and lack of clear communication about the pickup and drop-off points. There were multiple instances where I had to waste time figuring out what to do next, which cranked my stress level up to a 9.18 out of 10. I really think Operations needs to step it up and make sure we have better directions and support, because this kind of hassle just isn’t cutting it for us drivers.|1|2024-12-15 16:45:45
1915|81|18|1|1|Hey team, I just wrapped up route 18, which took me a grueling 22.46 hours, and I’ve got to express my frustration with the Operations department. While I managed to deliver on time, the planning and communication were way off—there were multiple instances where I didn’t receive the necessary directions or updates about the route, and it felt like I was navigating blind. The stress level was through the roof, sitting at about an 8.6 out of 10, for what should have been a smoother trip. It’s really unacceptable to have these kinds of issues, especially when I’m out here trying to do my job effectively. We need better coordination to avoid this kind of unnecessary hassle in the future.|1|2024-12-17 13:22:25
1916|81|33|1|1|I’m writing to express my frustration with the Human Resources department after my recent trip on route 33, which took me an exhausting 22.1 hours and ended up being late. Not only was the delivery behind schedule, but I also faced an assault during the trip that left me feeling unsafe and stressed out, with my stress level hitting a whopping 14.4 out of 10. On top of that, the overall trouble score for this route was 8.2, which is unacceptable considering the lack of support I received from HR. It feels like there’s no one to turn to when things go wrong, and I really need the company to step up and address these serious issues for the sake of our safety and well-being.|1|2024-12-20 11:51:21
1917|81|15|1|1|I just wrapped up Route 15, which took a whopping 15.34 hours, and I need to vent about a few things that went down with the Operations department. While I did manage to deliver on time, the stress level was through the roof, sitting at a 12/10, thanks to some seriously poor communication from the office. I was given conflicting instructions about my delivery schedule, which left me scrambling and feeling overwhelmed. It was like I was driving blind, and it really affected my focus and overall experience on the road. I get that things can get hectic, but this kind of disorganization is unacceptable and needs to be addressed.|1|2024-12-21 23:25:31
1918|81|28|1|1|I need to express my frustration with the Finance department regarding the reimbursement for my recent route 28 trip, which took me about 17.5 hours. While I made the delivery on time and didn’t face any safety issues, the stress level during the trip was really high—around a 9.3 out of 10. I was expecting a smooth process when it came to filing my expenses, but instead, I encountered a total lack of communication and clarity on what I could claim. It's incredibly frustrating to have to chase down missing reimbursements after putting in long hours and dealing with that kind of stress on the road. I really hope you can sort this out quickly because it's making my job a lot harder than it needs to be.|1|2024-12-25 00:32:35
1919|82|44|1|1|I'm writing to express my frustration with the Finance department after completing route 44, which took an exhausting 20.45 hours and was not delivered on time. Not only did I face significant delays, but I also experienced an assault during the trip that left me shaken and added an immense amount of stress—my stress level was at a staggering 9.56/10. To top it off, the lack of communication and support from Finance regarding my compensation for this brutal experience has been incredibly disappointing, especially given my overall trouble score of 8.09/10. I feel like the department needs to step up and address these issues, as it’s unacceptable for drivers like me to deal with such a lack of support in tough situations.|1|2024-01-12 23:22:22
1920|82|25|1|1|I need to raise a serious concern regarding the Finance department after my recent trip on route 25, which took me 9.53 hours to complete. While I managed to deliver on time, I ran into several frustrating issues with the reimbursement process for my fuel expenses. It seems like the department is either disorganized or just not communicating effectively, as my submitted expenses have not been processed yet, despite being well within the timeframe. This is causing unnecessary stress on my end and is impacting my ability to manage my finances on the road. I've been driving for 10 years now, and this is the kind of oversight I wouldn't expect from a company of our size. It's really disappointing, and I'm hoping for a swift resolution.|1|2024-01-13 10:02:44
1921|82|44|1|1|I’m writing to express my serious concerns regarding the treatment I received from the Human Resources department during my recent trip on route 44, which took an exhausting 17.13 hours. Not only did I miss my delivery deadline, but I also faced an assault that left me feeling unsafe and unsupported. The stress level throughout the trip was off the charts, rated at over 12, and honestly, I felt completely let down by HR's lack of response and support when I reached out for help. Overall, my trouble score during this whole ordeal was an 8 out of 10, and it’s unacceptable for someone who’s been in this industry for 10 years to feel this way. I really need HR to step up and address these issues, or I’ll have to reconsider my future here.|1|2024-01-19 06:47:34
1922|82|13|1|1|I'm writing to express my frustration with the Operations department regarding my recent trip on route 13, which took an exhausting 18.34 hours. While I did manage to deliver on time, the lack of communication and support from Operations was infuriating. I faced multiple unexpected detours and delays that could have been avoided with better planning. The GPS directions were outdated, leading me through some unnecessary backroads that only added to my stress level, which was through the roof at a 10.24. I really think it's high time the Operations team gets their act together to improve route management and communication, because this kind of hassle is just not acceptable for drivers trying to do their jobs efficiently.|1|2024-01-20 03:44:59
1923|82|26|1|1|I just wrapped up route 26, which took me a whopping 13.13 hours, and while I managed to deliver on time, I’ve got some serious beef with the Operations department. The communication regarding the load was all over the place, leading to unnecessary stress on my end—my stress level clocked in at a solid 7.79 out of 10 during the trip. Plus, the routing info was confusing, which made navigating certain areas a real headache. I understand that things can get hectic, but I feel like better coordination and clearer instructions could really help us drivers out in the long run. It's frustrating to deal with these avoidable issues when we're out on the road trying to do our jobs efficiently.|1|2024-01-20 19:04:28
1924|82|13|1|1|I'm writing to express my serious concerns about the recent experience I had on route 13. First off, I can't believe how stressed I was during the trip; I’d rate it a solid 9.7 out of 10. It took me over 18 hours to complete a delivery that should've been on time, but the real kicker was the assault I faced along the way—totally unacceptable and completely avoidable. The Operations department really needs to step up their game because this entire trip was riddled with avoidable issues, resulting in an overall trouble score of 8.1 out of 10. I expect better support and safety measures in place for drivers like me who are out there doing the job.|1|2024-04-03 13:54:06
1925|82|48|1|1|I just wrapped up route 48, and I need to bring some serious issues to your attention regarding the Operations department. While the delivery was on time, the overall experience was frustrating. I had to deal with a lack of proper communication about my stops, which left me scrambling to find the right locations—definitely not what I expected after 10 years on the road. Plus, the load I picked up was improperly secured, creating unnecessary stress during the drive, and my stress level hit a solid 7.7 out of 10 because of it. The overall trouble score of 0.89 shows that it wasn't a complete disaster, but we need to do better with planning and communication to make our jobs easier and safer. Let's get it sorted out.|1|2024-04-04 18:00:01
1926|82|15|1|1|I’m writing to express my frustration with the Operations department following my recent trip on route 15, which took me a grueling 14.8 hours and ended up being late for delivery. Not only did the tight schedule contribute to an unbearable stress level of over 10, but I also faced an assault during the trip that left me shaken and feeling unsafe. The overall trouble I encountered rated an 8 out of 10, and I can’t help but feel that the lack of proper planning and support from Operations is putting drivers like me in harm’s way. This isn’t just about delays; it’s about our safety and well-being on the road.|1|2024-05-04 15:20:29
1927|82|3|1|1|I'm writing to express my frustration with the Operations department regarding some serious issues I encountered during my recent route 3 trip, which took me 8.04 hours to complete. While I managed to deliver on time, the stress level throughout the trip was unreasonably high, hitting an 8 out of 10. First off, there were multiple instances of unclear instructions regarding loading times and routes, which forced me to waste precious time figuring things out on the go. Additionally, communication from dispatch was spotty at best—there were long stretches where I couldn't get any updates or support, leaving me feeling stranded and anxious. With 10 years of experience, I know that these operational hiccups can be avoided, and I really hope the team can step up their game to make our jobs easier and less stressful.|1|2024-05-07 04:09:25
1928|82|44|1|1|I just wrapped up route 44, and I have to say, I'm pretty fed up with the way things went down this time. First off, I didn’t make the delivery on time, which is just unacceptable considering I've been doing this for 10 years. To make matters worse, I faced an assault during the trip, which really threw my stress level through the roof—seriously, it felt like a 13 out of 10! The overall trouble score was an 8 out of 10, and I'm not sure how much more of this I can take. The Operations department really needs to step up their game and ensure that drivers are safe and supported out there.|1|2024-05-14 15:00:04
1929|82|48|1|1|I’m writing to express my frustration with the Operations department after completing route 48, which took me an exhausting 11.71 hours. While I managed to deliver on time, the lack of clear communication regarding the route and the unexpected delays due to poorly maintained roads really pushed my stress level through the roof—I'd rate it a solid 10/10! I encountered multiple detours that weren’t mentioned in the pre-trip briefing, leading to unnecessary delays and a whole lot of frustration. It feels like the Operations team isn’t taking driver feedback seriously, and it’s high time they step up their game to help us out on the road.|1|2024-05-15 08:16:15
1930|82|13|1|1|I’m writing to express my frustration with the Operations department after completing route 13, which took an exhausting 16.9 hours and was late on delivery. Not only did I deal with poor route planning that added unnecessary delays, but I also faced a serious situation where I was assaulted during the trip, which pushed my stress level to a staggering 15.4 out of 10. This experience has left me feeling unsafe and undervalued as a driver, and I can’t help but rate the overall trouble with this trip at an 8.1 out of 10. I need to see some improvements in how these routes are handled and how we are supported out there on the road.|1|2024-05-16 19:44:42
1931|82|29|1|1|I just wrapped up route 29, which took me around 8.5 hours, and while I managed to make the delivery on time, I’ve got some serious beef with the Finance department. First off, my mileage reimbursement was way off again; I’m not sure if they’re using a different map or what, but it’s getting ridiculous. On top of that, I noticed that my last paycheck had some weird deductions that I can’t make sense of, leaving me scratching my head. Honestly, the stress level during this trip was off the charts, and dealing with finance issues just added to the frustration. I’ve been driving for 10 years now, and I just expect better communication and accuracy when it comes to my pay. Can we please get this sorted out?|1|2024-05-17 13:54:11
1932|82|37|1|1|I’m writing to express my frustration with the Finance department after completing route 37, which took me nearly 11 hours to wrap up. While I managed to deliver on time, my issues stem from the constant delays in getting my reimbursements processed. It’s been weeks since I submitted my expenses, and with the stress of the road and all the unexpected challenges we face out there, it’s infuriating to chase down payments that should be straightforward. The lack of communication and updates on my reimbursements is really adding to my stress, and I feel like I'm being overlooked as a driver. I hope this issue can be resolved quickly so I can focus on my job without the added financial worries.|1|2024-05-20 11:24:21
